tempo;regiao_de_saude_de_notificacao;residencia_nut_iii;doenca_de_declaracao_obrigatoria;sexo;grupo_etario;no_de_casos_notificados
2015-10;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Feminino;45-54 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2015-10;Regiao de Saude do Alentejo;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2015-10;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;35-44 anos;1
2015-10;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Feminino;<1 ano;1
2015-11;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;15-24 anos;1
2017-08;Regiao de Saude do Centro;Regiao de Coimbra;Campilobacteriose;Feminino;55-64 anos;1
2015-11;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2017-08;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Masculino;5-14 anos;1
2017-08;Regiao de Saude Norte;Ave;Doenca invasiva por Haemophilus influenzae;Masculino;75 ou + anos;1
2015-11;Regiao de Saude Norte;Regiao de Aveiro;Parotidite Epidemica;Masculino;5-14 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;15-24 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2015-11;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;15-24 anos;1
2016-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Masculino;55-64 anos;1
2015-11;Regiao de Saude do Centro;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Masculino;55-64 anos;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2015-11;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Feminino;1-4 anos;1
2015-01;Regiao de Saude do Centro;Regiao de Aveiro;Malaria;Masculino;45-54 anos;1
2015-01;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Masculino;55-64 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2016-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Yersiniose;Masculino;1-4 anos;1
2015-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2017-08;Regiao de Saude do Centro;Beiras e Serra da Estrela;Febre escaro-nodular (Rickettsiose);Feminino;75 ou + anos;1
2015-01;Regiao de Saude do Centro;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2016-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva por Haemophilus influenzae;Masculino;<1 ano;1
2015-01;Regiao de Saude Norte;Alentejo Central;Gonorreia;Masculino;15-24 anos;1
2016-05;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Masculino;<1 ano;1
2017-08;RA Acores;Regiao Autonoma dos cores;Hepatite B;Feminino;45-54 anos;1
2017-09;Regiao de Saude LVT;Estrangeiro;Gonorreia;Feminino;15-24 anos;1
2016-05;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite C;Masculino;35-44 anos;1
2015-03;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-03;Regiao de Saude Norte;Alto Tamega;Febre escaro-nodular (Rickettsiose);Masculino;55-64 anos;1
2015-03;Regiao de Saude do Algarve;Alentejo Central;Gonorreia;Feminino;35-44 anos;1
2017-12;RA Acores;Regiao Autonoma dos cores;Leptospirose;Masculino;35-44 anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2015-03;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;25-34 anos;1
2015-12;RA Acores;Regiao de Aveiro;Leptospirose;Masculino;55-64 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2018-01;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;<1 ano;1
2015-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Paralisia flacida aguda;Masculino;1-4 anos;1
2018-01;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2018-01;Regiao de Saude LVT;Medio Tejo;Campilobacteriose;Feminino;1-4 anos;1
2018-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2015-04;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2016-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Botulismo;Masculino;45-54 anos;1
2016-01;RA Acores;Regiao Autonoma dos cores;Campilobacteriose;Masculino;5-14 anos;1
2018-01;Regiao de Saude Norte;Cavado;Gonorreia;Masculino;35-44 anos;1
2015-04;Regiao de Saude Norte;Douro;Brucelose;Masculino;5-14 anos;1
2016-01;Regiao de Saude do Algarve;Algarve;Doenca dos Legionarios;Feminino;35-44 anos;1
2015-04;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2018-02;Regiao de Saude do Algarve;Algarve;Hepatite B;Masculino;25-34 anos;1
2016-02;Regiao de Saude do Centro;Beiras e Serra da Estrela;Campilobacteriose;Masculino;<1 ano;1
2016-02;Regiao de Saude do Centro;Beira Baixa;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2016-08;Regiao de Saude Norte;Tamega e Sousa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;1
2016-08;Regiao de Saude do Algarve;Algarve;Parotidite Epidemica;Masculino;1-4 anos;1
2018-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;5-14 anos;1
2018-02;Regiao de Saude LVT;Alentejo Litoral;Hepatite A;Masculino;25-34 anos;1
2015-05;Regiao de Saude Norte;Regiao de Aveiro;Parotidite Epidemica;Masculino;1-4 anos;1
2018-02;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva meningococica;Feminino;<1 ano;1
2015-05;Regiao de Saude do Centro;Regiao de Aveiro;Parotidite Epidemica;Feminino;5-14 anos;1
2016-08;Regiao de Saude do Centro;Beira Baixa;Sifilis - Excluindo Sifilis Congenita;Feminino;65-74 anos;1
2018-02;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2015-05;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Feminino;75 ou + anos;1
2018-03;Regiao de Saude LVT;Regiao de Coimbra;Gonorreia;Masculino;15-24 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;<1 ano;1
2015-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre escaro-nodular (Rickettsiose);Masculino;55-64 anos;1
2015-06;Regiao de Saude do Centro;Regiao de Aveiro;Doenca invasiva por Haemophilus influenzae;Feminino;15-24 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Parotidite Epidemica;Masculino;25-34 anos;1
2018-03;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2018-04;Regiao de Saude Norte;Tamega e Sousa;Tetano - Excluindo Tetano Neonatal;Feminino;75 ou + anos;1
2016-09;Regiao de Saude do Centro;Beiras e Serra da Estrela;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2015-06;Regiao de Saude LVT;Regiao de Aveiro;Malaria;Masculino;35-44 anos;1
2015-06;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;<1 ano;1
2018-04;Regiao de Saude Norte;Cavado;Gonorreia;Masculino;25-34 anos;2
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2018-04;Regiao de Saude do Centro;Viseu Dao Lafoes;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2016-01;Regiao de Saude do Centro;Regiao de Coimbra;Tosse Convulsa;Masculino;<1 ano;1
2015-06;Regiao de Saude do Centro;Regiao de Coimbra;Febre escaro-nodular (Rickettsiose);Feminino;45-54 anos;1
2015-07;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;25-34 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;3
2016-01;Regiao de Saude do Centro;Beiras e Serra da Estrela;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2018-05;Regiao de Saude LVT;Medio Tejo;Parotidite Epidemica;Masculino;5-14 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;2
2016-02;Regiao de Saude do Centro;Regiao de Aveiro;Gonorreia;Masculino;25-34 anos;1
2015-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;35-44 anos;1
2018-05;RA Madeira;Area Metropolitana de Lisboa;Leptospirose;Masculino;55-64 anos;1
2015-07;Regiao de Saude do Centro;Beira Baixa;Febre escaro-nodular (Rickettsiose);Feminino;75 ou + anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Feminino;<1 ano;1
2018-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;2
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-06;Regiao de Saude LVT;Oeste;Parotidite Epidemica;Feminino;1-4 anos;1
2018-06;Regiao de Saude do Centro;Viseu Dao Lafoes;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2015-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Dengue;Masculino;65-74 anos;1
2016-12;Regiao de Saude do Centro;Regiao de Coimbra;Parotidite Epidemica;Masculino;35-44 anos;1
2015-08;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Feminino;1-4 anos;1
2015-08;Regiao de Saude Norte;Alto Minho;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2016-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca de Lyme (Borreliose);Feminino;35-44 anos;1
2015-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2016-12;Regiao de Saude do Centro;Regiao de Coimbra;Doenca dos Legionarios;Masculino;35-44 anos;1
2015-08;Regiao de Saude Norte;Area Metropolitana do Porto;Equinococose/Hidatidose;Masculino;25-34 anos;1
2017-10;Regiao de Saude Norte;Ave;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2017-10;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite A;Masculino;25-34 anos;1
2017-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2017-04;Regiao de Saude do Centro;Beiras e Serra da Estrela;Brucelose;Feminino;75 ou + anos;1
2017-11;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Feminino;65-74 anos;4
2016-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Masculino;<1 ano;1
2017-11;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Masculino;5-14 anos;1
2016-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2017-11;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Feminino;65-74 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2017-04;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;1-4 anos;1
2017-11;Regiao de Saude Norte;Area Metropolitana do Porto;Parotidite Epidemica;Feminino;45-54 anos;1
2017-04;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite C;Masculino;45-54 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;35-44 anos;1
2016-06;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2017-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2016-06;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;55-64 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;35-44 anos;1
2017-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;35-44 anos;1
2016-06;Regiao de Saude Norte;Alto Minho;Parotidite Epidemica;Feminino;45-54 anos;1
2018-05;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2017-04;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite A;Masculino;25-34 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Tosse Convulsa;Feminino;<1 ano;1
2017-09;Regiao de Saude Norte;Cavado;Campilobacteriose;Feminino;1-4 anos;1
2017-09;Regiao de Saude do Centro;Regiao de Aveiro;Gonorreia;Masculino;25-34 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2016-07;Regiao de Saude Norte;Cavado;Tosse Convulsa;Masculino;<1 ano;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Masculino;35-44 anos;1
2017-05;Regiao de Saude do Centro;Regiao de Leiria;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2016-07;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Feminino;45-54 anos;1
2017-09;Regiao de Saude do Centro;Regiao de Aveiro;Febre escaro-nodular (Rickettsiose);Masculino;65-74 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2016-07;Regiao de Saude Norte;Alto Tamega;Campilobacteriose;Masculino;1-4 anos;1
2017-05;Regiao de Saude Norte;Douro;Hepatite B;Masculino;45-54 anos;1
2017-09;Regiao de Saude Norte;Tamega e Sousa;Hepatite B;Masculino;55-64 anos;1
2016-08;Regiao de Saude do Algarve;Algarve;Hepatite C;Masculino;45-54 anos;1
2017-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2017-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;35-44 anos;1
2017-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;1
2017-05;Regiao de Saude do Centro;Medio Tejo;Febre escaro-nodular (Rickettsiose);Masculino;55-64 anos;1
2017-10;Regiao de Saude LVT;Leziria do Tejo;Campilobacteriose;Feminino;15-24 anos;1
2017-10;Regiao de Saude do Centro;Beiras e Serra da Estrela;Hepatite C;Masculino;55-64 anos;1
2017-10;Regiao de Saude Norte;Ave;Doenca invasiva meningococica;Masculino;1-4 anos;1
2016-09;Regiao de Saude LVT;Leziria do Tejo;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-10;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;1-4 anos;1
2017-05;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Giardiase;Masculino;1-4 anos;1
2016-09;Regiao de Saude LVT;Leziria do Tejo;Gonorreia;Masculino;25-34 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2018-03;Regiao de Saude LVT;Medio Tejo;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2016-09;Regiao de Saude LVT;Estrangeiro;Gonorreia;Masculino;35-44 anos;1
2016-10;Regiao de Saude do Centro;Regiao de Aveiro;Leptospirose;Masculino;55-64 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Sarampo;Masculino;45-54 anos;1
2018-03;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Feminino;5-14 anos;2
2016-10;Regiao de Saude LVT;Oeste;Salmoneloses nao Typhi e nao Paratyphi;Masculino;65-74 anos;1
2017-05;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2018-04;Regiao de Saude Norte;Douro;Campilobacteriose;Masculino;1-4 anos;3
2016-10;Regiao de Saude do Alentejo;Baixo Alentejo;Doenca dos Legionarios;Feminino;75 ou + anos;1
2016-10;Regiao de Saude do Centro;Regiao de Leiria;Febre escaro-nodular (Rickettsiose);Feminino;45-54 anos;1
2016-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2018-06;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2016-12;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2016-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;65-74 anos;1
2018-06;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;75 ou + anos;1
2016-03;Regiao de Saude do Centro;Regiao de Coimbra;Febre Q;Masculino;55-64 anos;1
2018-06;Regiao de Saude do Algarve;Algarve;Gonorreia;Masculino;15-24 anos;1
2016-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Masculino;65-74 anos;1
2016-03;Regiao de Saude LVT;Medio Tejo;Gonorreia;Masculino;25-34 anos;1
2018-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva meningococica;Masculino;<1 ano;1
2016-03;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2017-01;Regiao de Saude do Alentejo;Alto Alentejo;Parotidite Epidemica;Masculino;5-14 anos;1
2017-01;Regiao de Saude do Centro;Regiao de Leiria;Tosse Convulsa;Masculino;<1 ano;1
2016-03;Regiao de Saude Norte;Ave;Hepatite C;Masculino;55-64 anos;1
2016-03;Regiao de Saude Norte;Terras de Tras-os-Montes;Parotidite Epidemica;Masculino;35-44 anos;1
2016-03;Regiao de Saude do Centro;Viseu Dao Lafoes;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2017-01;Regiao de Saude Norte;Tamega e Sousa;Doenca invasiva meningococica;Masculino;1-4 anos;1
2016-04;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-04;Regiao de Saude do Algarve;Algarve;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2016-04;Regiao de Saude do Alentejo;Alentejo Central;Doenca invasiva meningococica;Feminino;<1 ano;1
2018-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2018-04;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2018-04;Regiao de Saude Norte;Alto Tamega;Gonorreia;Feminino;15-24 anos;1
2018-06;Regiao de Saude Norte;Cavado;Gonorreia;Feminino;15-24 anos;1
2018-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite B;Feminino;35-44 anos;1
2018-06;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2017-09;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2018-06;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;25-34 anos;1
2016-10;Regiao de Saude do Centro;Regiao de Coimbra;Gonorreia;Masculino;15-24 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2018-06;Regiao de Saude Norte;Cavado;Doenca dos Legionarios;Masculino;65-74 anos;1
2018-06;Regiao de Saude Norte;Area Metropolitana do Porto;Febre Q;Masculino;45-54 anos;1
2017-09;Regiao de Saude Norte;Alto Tamega;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2018-06;Regiao de Saude do Centro;Regiao de Leiria;Hepatite C;Feminino;75 ou + anos;1
2017-09;Regiao de Saude do Alentejo;Alentejo Central;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
